locus	compartment
AT3G24790	Plasma membrane
AT3G24800	Cytoplasm
AT3G24810	Nucleus
AT3G24840	Golgi
AT3G24850	Nucleus
AT3G24870	Nucleus
AT3G24880	Nucleus
AT3G24900	Plasma membrane
AT3G24982	Plasma membrane
AT3G25010	Plasma membrane
AT3G25020	Plasma membrane
AT3G25040	Golgi
AT3G25050	Cell wall / apoplast
AT3G25060	Mitochondrion
AT3G25070	Membrane (unspecified)
AT3G25110	Chloroplast
AT3G25140	Golgi
AT3G25165	Cell wall / apoplast
AT3G25170	Cell wall / apoplast
AT3G25180	Membrane (unspecified)
AT3G25182	Nucleus
AT3G25190	Vacuole
AT3G25210	Mitochondrion
AT3G25220	Endoplasmic reticulum
AT3G25230	Cytoplasm
AT3G25260	Membrane (unspecified)
AT3G25265	Cell wall / apoplast
AT3G25280	Membrane (unspecified)
AT3G25290	Membrane (unspecified)
AT3G25410	Membrane (unspecified)
AT3G25420	Cell wall / apoplast
AT3G25430	Nucleus
AT3G25440	Chloroplast
AT3G25480	Chloroplast
AT3G25490	Membrane (unspecified)
AT3G25500	Membrane (unspecified)
AT3G25520	Cytoplasm
AT3G25530	Cytoplasm
AT3G25540	Endoplasmic reticulum
AT3G25560	Plasma membrane
AT3G25585	Membrane (unspecified)
AT3G25610	Plasma membrane
AT3G25620	Membrane (unspecified)
AT3G25650	Nucleus
AT3G25655	Cell wall / apoplast
AT3G25660	Mitochondrion
AT3G25690	Chloroplast
AT3G25710	Nucleus
AT3G25717	Plasma membrane
AT3G25730	Nucleus
AT3G25740	Chloroplast
AT3G25760	Chloroplast
AT3G25770	Chloroplast
AT3G25780	Chloroplast
AT3G25790	Nucleus
AT3G25800	Cytoplasm
AT3G25810	Chloroplast
AT3G25820	Chloroplast
AT3G25830	Chloroplast
AT3G25860	Chloroplast
AT3G25882	Nucleus
AT3G25890	Nucleus
AT3G25905	Cell wall / apoplast
AT3G25920	Chloroplast
AT3G25980	Nucleus
AT3G25990	Nucleus
AT3G26020	Nucleus
AT3G26030	Cytoplasm
AT3G26060	Chloroplast
AT3G26070	Chloroplast
AT3G26080	Chloroplast
AT3G26090	Plasma membrane
AT3G26115	Mitochondrion
AT3G26150	Membrane (unspecified)
AT3G26160	Membrane (unspecified)
AT3G26170	Membrane (unspecified)
AT3G26180	Membrane (unspecified)
AT3G26190	Membrane (unspecified)
AT3G26200	Membrane (unspecified)
AT3G26210	Membrane (unspecified)
AT3G26220	Membrane (unspecified)
AT3G26230	Membrane (unspecified)
AT3G26270	Membrane (unspecified)
AT3G26280	Membrane (unspecified)
AT3G26290	Membrane (unspecified)
AT3G26300	Membrane (unspecified)
AT3G26310	Membrane (unspecified)
AT3G26320	Membrane (unspecified)
AT3G26330	Membrane (unspecified)
AT3G26340	Cytoplasm
AT3G26370	Golgi
AT3G26400	Nucleus
AT3G26420	Nucleus
AT3G26430	Cell wall / apoplast
AT3G26520	Vacuole
AT3G26560	Nucleus
AT3G26570	Chloroplast
AT3G26590	Vacuole
AT3G26618	Cytoplasm
AT3G26630	Chloroplast
AT3G26650	Chloroplast
AT3G26670	Plasma membrane
AT3G26680	Nucleus
AT3G26690	Mitochondrion
AT3G26710	Chloroplast
AT3G26740	Chloroplast
AT3G26744	Nucleus
AT3G26782	Mitochondrion
AT3G26790	Nucleus
AT3G26810	Nucleus
AT3G26830	Membrane (unspecified)
AT3G26840	Chloroplast
AT3G26860	Cell wall / apoplast
AT3G26870	Cell wall / apoplast
AT3G26880	Cell wall / apoplast
AT3G26900	Chloroplast
AT3G26935	Plasma membrane
AT3G26940	Plasma membrane
AT3G26980	Plasma membrane
AT3G27000	Cytoplasm
AT3G27010	Nucleus
AT3G27020	Membrane (unspecified)
AT3G27060	Cytoplasm
AT3G27070	Mitochondrion
AT3G27080	Mitochondrion
AT3G27100	Nucleus
AT3G27110	Chloroplast
AT3G27120	Nucleus
AT3G27170	Membrane (unspecified)
AT3G27190	Chloroplast
AT3G27220	Membrane (unspecified)
AT3G27240	Mitochondrion
AT3G27260	Nucleus
AT3G27280	Mitochondrion
AT3G27300	Cytoplasm
AT3G27310	Cytoplasm
AT3G27360;	Nucleus
AT3G27380	Mitochondrion
AT3G27390	Membrane (unspecified)
AT3G27430	Cytoplasm
AT3G27460	Nucleus
AT3G27503	Cell wall / apoplast
AT3G27530	Golgi
AT3G27550	Mitochondrion
AT3G27580	Plasma membrane
AT3G27620	Mitochondrion
AT3G27660	Other / unknown
AT3G27670	Plasma membrane
AT3G27680	Cell wall / apoplast
AT3G27690	Chloroplast
AT3G27730	Nucleus
AT3G27740	Chloroplast
AT3G27750	Chloroplast
AT3G27785	Nucleus
AT3G27810	Nucleus
AT3G27820	Peroxisome
AT3G27830	Chloroplast
AT3G27831	Cell wall / apoplast
AT3G27835	Cell wall / apoplast
AT3G27840	Chloroplast
AT3G27850	Chloroplast
AT3G27860	Nucleus
AT3G27870	Membrane (unspecified)
AT3G27890	Plasma membrane
AT3G27920	Nucleus
AT3G27925	Chloroplast
AT3G27950	Cell wall / apoplast
AT3G27980	Cell wall / apoplast
AT3G28007	Plasma membrane
AT3G28030	Nucleus
AT3G28040	Membrane (unspecified)
AT3G28050	Membrane (unspecified)
AT3G28060	Membrane (unspecified)
AT3G28070	Membrane (unspecified)
AT3G28080	Membrane (unspecified)
AT3G28100	Membrane (unspecified)
AT3G28130	Membrane (unspecified)
AT3G28150	Membrane (unspecified)
AT3G28180	Golgi
AT3G28200	Cell wall / apoplast
AT3G28270	Membrane (unspecified)
AT3G28290	Membrane (unspecified)
AT3G28300	Membrane (unspecified)
AT3G28310/AT3G28320	Membrane (unspecified)
AT3G28340	Golgi
AT3G28345	Membrane (unspecified)
AT3G28360	Membrane (unspecified)
AT3G28380	Membrane (unspecified)
AT3G28390	Membrane (unspecified)
AT3G28415	Membrane (unspecified)
AT3G28430	Golgi
AT3G28450	Plasma membrane
AT3G28455	Cell wall / apoplast
AT3G28470	Nucleus
AT3G28480	Endoplasmic reticulum
AT3G28490	Endoplasmic reticulum
AT3G28510	Membrane (unspecified)
AT3G28520	Membrane (unspecified)
AT3G28540	Membrane (unspecified)
AT3G28570	Mitochondrion
AT3G28580	Membrane (unspecified)
AT3G28690	Plasma membrane
AT3G28710	Vacuole
AT3G28715	Vacuole
AT3G28730	Nucleus
AT3G28740	Membrane (unspecified)
AT3G28853	Nucleus
AT3G28857	Nucleus
AT3G28860	Plasma membrane
AT3G28890	Plasma membrane
AT3G28910	Nucleus
AT3G28917	Cytoplasm
AT3G28920	Nucleus
AT3G28960	Membrane (unspecified)
AT3G28970	Nucleus
AT3G29030	Cell wall / apoplast
AT3G29035	Nucleus
AT3G29040	Cell wall / apoplast
AT3G29050	Cell wall / apoplast
AT3G29060	Plasma membrane
AT3G29070	Endoplasmic reticulum
AT3G29100	Vacuole
AT3G29110	Cytoplasm
AT3G29160	Chloroplast
AT3G29190	Cytoplasm
AT3G29200	Chloroplast
AT3G29310	Chloroplast
AT3G29320	Chloroplast
AT3G29350	Cytoplasm
AT3G29380	Nucleus
AT3G29390	Nucleus
AT3G29410	Cytoplasm
AT3G29430	Chloroplast
AT3G29575	Nucleus
AT3G29770;	Chloroplast
AT3G29780	Cell wall / apoplast
AT3G29810;	Plasma membrane
AT3G30180	Membrane (unspecified)
AT3G30300	Membrane (unspecified)
AT3G30340	Membrane (unspecified)
AT3G30350	Cell wall / apoplast
AT3G30390	Membrane (unspecified)
AT3G30540	Cell wall / apoplast
AT3G30580	Cytoplasm
AT3G30714	Cell wall / apoplast
AT3G30720	Cytoplasm
AT3G30725	Membrane (unspecified)
AT3G30775	Mitochondrion
AT3G30842	Membrane (unspecified)
AT3G30875	Membrane (unspecified)
AT3G32030	Cytoplasm
AT3G32040	Chloroplast
AT3G32920	Cytoplasm
AT3G32980	Cell wall / apoplast
AT3G33520	Nucleus
AT3G42050	Vacuole
AT3G42170	Nucleus
AT3G42180	Golgi
AT3G42473	Cell wall / apoplast
AT3G42640	Membrane (unspecified)
AT3G42660	Nucleus
AT3G42670	Nucleus
AT3G42790	Nucleus
AT3G42800	Plasma membrane
AT3G42830	Cytoplasm
AT3G42880	Membrane (unspecified)
AT3G43083	Cell wall / apoplast
AT3G43210	Cytoplasm
AT3G43220	Vacuole
AT3G43240	Nucleus
AT3G43270	Cell wall / apoplast
AT3G43300	Cytoplasm
AT3G43440	Nucleus
AT3G43505	Cell wall / apoplast
AT3G43520	Chloroplast
AT3G43550	Cell wall / apoplast
AT3G43570	Cell wall / apoplast
AT3G43600	Cytoplasm
AT3G43630	Vacuole
AT3G43660	Vacuole
AT3G43670	Cell wall / apoplast
AT3G43700	Nucleus
AT3G43720	Plasma membrane
AT3G43790	Membrane (unspecified)
AT3G43800	Cytoplasm
AT3G43810	Plasma membrane
AT3G43850	Nucleus
AT3G43860	Cell wall / apoplast
AT3G43920	Nucleus
AT3G44110	Membrane (unspecified)
AT3G44160	Chloroplast
AT3G44240	Nucleus
AT3G44250	Membrane (unspecified)
AT3G44260	Nucleus
AT3G44290	Membrane (unspecified)
AT3G44300	Plasma membrane
AT3G44320	Plasma membrane
AT3G44340	Cytoplasm
AT3G44350	Nucleus
AT3G44370/AT3G44360	Mitochondrion
AT3G44450	Nucleus
AT3G44460	Nucleus
AT3G44490	Nucleus
AT3G44530	Nucleus
AT3G44600	Nucleus
AT3G44660	Nucleus
AT3G44680	Nucleus
AT3G44720	Chloroplast
AT3G44730	Cytoplasm
AT3G44735	Cell wall / apoplast
AT3G44750	Nucleus
AT3G44830	Membrane (unspecified)
AT3G44880	Chloroplast
AT3G44890	Chloroplast
AT3G44900	Membrane (unspecified)
AT3G44910	Membrane (unspecified)
AT3G44920	Membrane (unspecified)
AT3G44930	Membrane (unspecified)
AT3G44990	Cell wall / apoplast
AT3G45000	Other / unknown
AT3G45010	Cell wall / apoplast
AT3G45040	Endoplasmic reticulum
AT3G45060	Membrane (unspecified)
AT3G45070	Cytoplasm
AT3G45080	Cytoplasm
AT3G45093	Cell wall / apoplast
AT3G45100	Endoplasmic reticulum
AT3G45140	Chloroplast
AT3G45150	Nucleus
AT3G45170	Nucleus
AT3G45240	Cytoplasm
AT3G45260	Nucleus
AT3G45280	Membrane (unspecified)
AT3G45290	Membrane (unspecified)
AT3G45300	Mitochondrion
AT3G45310	Vacuole
AT3G45330	Plasma membrane
AT3G45390	Plasma membrane
AT3G45410	Plasma membrane
AT3G45420	Plasma membrane
AT3G45430	Plasma membrane
AT3G45440	Plasma membrane
AT3G45590	Nucleus
AT3G45600	Plasma membrane
AT3G45610	Nucleus
AT3G45640	Cytoplasm
AT3G45650	Plasma membrane
AT3G45660	Membrane (unspecified)
AT3G45680	Membrane (unspecified)
AT3G45690	Membrane (unspecified)
AT3G45700	Membrane (unspecified)
AT3G45710	Membrane (unspecified)
AT3G45720	Membrane (unspecified)
AT3G45770	Mitochondrion
AT3G45780	Plasma membrane
AT3G45810	Membrane (unspecified)
AT3G45850	Cytoplasm
AT3G45860	Membrane (unspecified)
AT3G45870	Membrane (unspecified)
AT3G45880	Nucleus
AT3G45890	Chloroplast
AT3G45930;	Nucleus
AT3G45940	Cell wall / apoplast
AT3G45960	Cell wall / apoplast
AT3G45970	Membrane (unspecified)
AT3G45980	Nucleus
AT3G45990	Cytoplasm
AT3G46000	Cytoplasm
AT3G46010	Cytoplasm
AT3G46030	Nucleus
AT3G46060	Golgi
AT3G46080	Nucleus
AT3G46090	Nucleus
AT3G46100	Chloroplast
AT3G46110	Plasma membrane
AT3G46120	Cell wall / apoplast
AT3G46130	Nucleus
AT3G46180	Membrane (unspecified)
AT3G46210	Nucleus
AT3G46230	Cytoplasm
AT3G46290	Plasma membrane
AT3G46320;	Nucleus
AT3G46330	Membrane (unspecified)
AT3G46340	Plasma membrane
AT3G46430	Mitochondrion
AT3G46440	Cytoplasm
AT3G46510	Nucleus
AT3G46520	Cytoplasm
AT3G46550	Plasma membrane
AT3G46560	Mitochondrion
AT3G46580	Nucleus
AT3G46590	Nucleus
AT3G46600	Nucleus
AT3G46610	Chloroplast
AT3G46613	Plasma membrane
AT3G46620	Cytoplasm
AT3G46640	Nucleus
AT3G46740	Chloroplast
AT3G46770	Nucleus
AT3G46780	Chloroplast
AT3G46790	Chloroplast
AT3G46820	Nucleus
AT3G46830	Membrane (unspecified)
AT3G46840	Cell wall / apoplast
AT3G46850	Cell wall / apoplast
AT3G46870	Chloroplast
AT3G46900	Membrane (unspecified)
AT3G46960	Cytoplasm
AT3G46970	Cytoplasm
AT3G46980	Chloroplast
AT3G47020	Cytoplasm
AT3G47060	Chloroplast
AT3G47110	Plasma membrane
AT3G47200	Membrane (unspecified)
AT3G47220	Plasma membrane
AT3G47290	Plasma membrane
AT3G47295	Cell wall / apoplast
AT3G47350	Membrane (unspecified)
AT3G47360	Membrane (unspecified)
AT3G47380	Cell wall / apoplast
AT3G47390	Chloroplast
AT3G47400	Cell wall / apoplast
AT3G47420	Membrane (unspecified)
AT3G47430	Peroxisome
AT3G47440	Membrane (unspecified)
AT3G47450	Mitochondrion
AT3G47460	Nucleus
AT3G47470	Chloroplast
AT3G47500	Nucleus
AT3G47520	Chloroplast
AT3G47570	Plasma membrane
AT3G47600	Nucleus
AT3G47620	Nucleus
AT3G47640	Nucleus
AT3G47650	Chloroplast
AT3G47690	Cytoplasm
AT3G47700	Endoplasmic reticulum
AT3G47710	Nucleus
AT3G47720	Nucleus
AT3G47730	Membrane (unspecified)
AT3G47740	Membrane (unspecified)
AT3G47750	Membrane (unspecified)
AT3G47760	Membrane (unspecified)
AT3G47770	Membrane (unspecified)
AT3G47780	Membrane (unspecified)
AT3G47790	Membrane (unspecified)
AT3G47810	Cytoplasm
AT3G47833	Mitochondrion
AT3G47860	Chloroplast
AT3G47930	Mitochondrion
AT3G47950	Plasma membrane
AT3G47960	Plasma membrane
AT3G47990	Membrane (unspecified)
AT3G48000	Mitochondrion
AT3G48010	Plasma membrane
AT3G48030	Membrane (unspecified)
AT3G48040	Membrane (unspecified)
AT3G48080	Nucleus
AT3G48090	Nucleus
AT3G48100	Nucleus
AT3G48110	Chloroplast
AT3G48150	Nucleus
AT3G48160	Nucleus
AT3G48170	Peroxisome
AT3G48190	Nucleus
AT3G48210	Other / unknown
AT3G48231	Cell wall / apoplast
AT3G48250	Chloroplast
AT3G48270	Membrane (unspecified)
AT3G48280	Membrane (unspecified)
AT3G48290	Membrane (unspecified)
AT3G48300	Membrane (unspecified)
AT3G48310	Membrane (unspecified)
AT3G48320	Membrane (unspecified)
AT3G48330	Cytoplasm
AT3G48340	Endoplasmic reticulum
AT3G48350	Endoplasmic reticulum
AT3G48360	Nucleus
AT3G48390	Nucleus
AT3G48420	Chloroplast
AT3G48425	Nucleus
AT3G48430	Nucleus
AT3G48440	Nucleus
AT3G48460	Cell wall / apoplast
AT3G48500	Chloroplast
AT3G48520	Membrane (unspecified)
AT3G48530	Mitochondrion
AT3G48560	Chloroplast
AT3G48570	Endoplasmic reticulum
AT3G48580	Cell wall / apoplast
AT3G48590	Nucleus
AT3G48610	Cell wall / apoplast
AT3G48620	Chloroplast
AT3G48650	Membrane (unspecified)
AT3G48680	Mitochondrion
AT3G48710	Nucleus
AT3G48730	Chloroplast
AT3G48740	Plasma membrane
AT3G48750	Cytoplasm
AT3G48760	Plasma membrane
AT3G48780	Endoplasmic reticulum
AT3G48820	Golgi
AT3G48850	Mitochondrion
AT3G48860	Plasma membrane
AT3G48870	Chloroplast
AT3G48890	Plasma membrane
AT3G48900/AT3G48910	Nucleus
AT3G48930	Cytoplasm
AT3G48990	Cytoplasm
AT3G49010	Cytoplasm
AT3G49070	Membrane (unspecified)
AT3G49080	Mitochondrion
AT3G49100	Cytoplasm
AT3G49110	Cell wall / apoplast
AT3G49120	Cell wall / apoplast
AT3G49160	Chloroplast
AT3G49170	Chloroplast
AT3G49190	Plasma membrane
AT3G49200	Plasma membrane
AT3G49210	Plasma membrane
AT3G49220	Membrane (unspecified)
AT3G49240	Mitochondrion
AT3G49250	Nucleus
AT3G49260	Nucleus
AT3G49290	Cytoplasm
AT3G49360	Cytoplasm
AT3G49370	Membrane (unspecified)
AT3G49380	Plasma membrane
AT3G49390	Nucleus
AT3G49430	Nucleus
AT3G49500	Cytoplasm
AT3G49530	Plasma membrane
AT3G49560	Chloroplast
AT3G49590	Cytoplasm
AT3G49600	Nucleus
AT3G49610	Nucleus
AT3G49620	Cytoplasm
AT3G49630	Cytoplasm
AT3G49660	Nucleus
AT3G49670	Plasma membrane
AT3G49680	Chloroplast
AT3G49690	Nucleus
AT3G49720	Golgi
AT3G49725	Chloroplast
AT3G49750	Plasma membrane
AT3G49780	Cell wall / apoplast
AT3G49845	Plasma membrane
AT3G49850	Nucleus
AT3G49860	Membrane (unspecified)
AT3G49870	Membrane (unspecified)
AT3G49920	Mitochondrion
AT3G49950	Nucleus
AT3G49960	Cell wall / apoplast
AT3G50000	Nucleus
AT3G50060	Nucleus
AT3G50090	Nucleus
AT3G50100	Nucleus
AT3G50210	Cytoplasm
AT3G50220	Golgi
AT3G50260	Nucleus
AT3G50310	Nucleus
AT3G50330	Nucleus
AT3G50400	Cell wall / apoplast
AT3G50410	Nucleus
AT3G50450	Membrane (unspecified)
AT3G50460	Membrane (unspecified)
AT3G50470	Membrane (unspecified)
AT3G50480	Membrane (unspecified)
AT3G50530	Membrane (unspecified)
AT3G50610	Other / unknown
AT3G50630	Nucleus
AT3G50650	Nucleus
AT3G50660	Membrane (unspecified)
AT3G50670	Nucleus
AT3G50700	Nucleus
AT3G50740	Nucleus
AT3G50760	Golgi
AT3G50810	Plasma membrane
AT3G50820	Chloroplast
AT3G50830	Plasma membrane
AT3G50860	Cytoplasm
AT3G50870	Nucleus
AT3G50890	Nucleus
AT3G50920	Chloroplast
AT3G50925	Cell wall / apoplast
AT3G50930	Membrane (unspecified)
AT3G50950	Plasma membrane
AT3G50960	Cytoplasm
AT3G50990	Cell wall / apoplast
AT3G51030	Cytoplasm
AT3G51040	Membrane (unspecified)
AT3G51060	Nucleus
AT3G51070	Endoplasmic reticulum
AT3G51080	Nucleus
AT3G51210	Cytoplasm
AT3G51260	Cytoplasm
AT3G51280	Nucleus
AT3G51290	Nucleus
AT3G51300	Cytoplasm
AT3G51310	Cytoplasm
AT3G51380	Nucleus
AT3G51390	Vacuole
AT3G51420	Vacuole
AT3G51430	Vacuole
AT3G51440	Vacuole
AT3G51450	Vacuole
AT3G51460	Endoplasmic reticulum
AT3G51480	Membrane (unspecified)
AT3G51490	Vacuole
AT3G51520	Endoplasmic reticulum
AT3G51550	Plasma membrane
AT3G51670	Membrane (unspecified)
AT3G51740	Plasma membrane
AT3G51790	Mitochondrion
AT3G51800	Nucleus
AT3G51820	Chloroplast
AT3G51830	Endoplasmic reticulum
AT3G51840	Peroxisome
AT3G51850	Plasma membrane
AT3G51860	Vacuole
AT3G51870	Chloroplast
AT3G51880	Nucleus
AT3G51890	Cytoplasm
AT3G51895	Membrane (unspecified)
AT3G51910	Nucleus
AT3G51960	Nucleus
AT3G51970	Membrane (unspecified)
AT3G51990	Cell wall / apoplast
AT3G52000	Cell wall / apoplast
AT3G52010	Cell wall / apoplast
AT3G52020	Cell wall / apoplast
AT3G52080	Membrane (unspecified)
AT3G52090	Nucleus
AT3G52115	Nucleus
AT3G52120	Nucleus
AT3G52140	Cytoplasm
AT3G52150	Chloroplast
AT3G52155	Chloroplast
AT3G52160	Membrane (unspecified)
AT3G52180	Chloroplast
AT3G52190	Endoplasmic reticulum
AT3G52200	Mitochondrion
AT3G52210	Nucleus
AT3G52280	Nucleus
AT3G52290	Nucleus
AT3G52300	Mitochondrion
AT3G52310	Membrane (unspecified)
AT3G52370	Cell wall / apoplast
AT3G52380	Chloroplast
AT3G52400	Membrane (unspecified)
AT3G52420	Chloroplast
AT3G52430	Nucleus
AT3G52440	Nucleus
AT3G52450	Cytoplasm
AT3G52525	Nucleus
AT3G52540	Nucleus
AT3G52580	Cytoplasm
AT3G52590	Cytoplasm
AT3G52600	Cell wall / apoplast
AT3G52630	Nucleus
AT3G52640/AT3G52650	Membrane (unspecified)
AT3G52720	Chloroplast
AT3G52730	Mitochondrion
AT3G52740	Nucleus
AT3G52750	Chloroplast
AT3G52770	Nucleus
AT3G52780	Cell wall / apoplast
AT3G52810	Cell wall / apoplast
AT3G52820	Cell wall / apoplast
AT3G52840	Cell wall / apoplast
AT3G52850	Membrane (unspecified)
AT3G52860	Nucleus
AT3G52870	Cytoplasm
AT3G52880	Peroxisome
AT3G52890	Cytoplasm
AT3G52910	Nucleus
AT3G52930	Cytoplasm
AT3G52940	Membrane (unspecified)
AT3G52950	Membrane (unspecified)
AT3G52960	Chloroplast
AT3G53020	Cytoplasm
AT3G53060	Nucleus
AT3G53100	Cell wall / apoplast
AT3G53110	Cytoplasm
AT3G53120	Other / unknown
AT3G53130	Chloroplast
AT3G53140	Cytoplasm
AT3G53200	Nucleus
AT3G53210	Membrane (unspecified)
AT3G53230	Nucleus
AT3G53232	Plasma membrane
AT3G53240	Plasma membrane
AT3G53260	Cytoplasm
AT3G53280	Membrane (unspecified)
AT3G53300	Membrane (unspecified)
AT3G53310	Nucleus
AT3G53340	Nucleus
AT3G53350	Plasma membrane
AT3G53360	Mitochondrion
AT3G53370	Nucleus
AT3G53380	Plasma membrane
AT3G53420	Plasma membrane
AT3G53450	Cytoplasm
AT3G53460	Chloroplast
AT3G53480	Plasma membrane
AT3G53500	Nucleus
AT3G53510	Membrane (unspecified)
AT3G53520	Golgi
AT3G53530	Cytoplasm
AT3G53580	Chloroplast
AT3G53590	Plasma membrane
AT3G53600	Nucleus
AT3G53610	Golgi
AT3G53620	Cytoplasm
AT3G53650	Nucleus
AT3G53700	Chloroplast
AT3G53720	Membrane (unspecified)
AT3G53730;	Nucleus
AT3G53750	Cytoplasm
AT3G53760	Cytoplasm
AT3G53770	Mitochondrion
AT3G53780	Membrane (unspecified)
AT3G53790	Nucleus
AT3G53810	Plasma membrane
AT3G53840	Membrane (unspecified)
AT3G53850	Plasma membrane
AT3G53900	Chloroplast
AT3G53920	Chloroplast
AT3G53930	Cytoplasm
AT3G53960	Membrane (unspecified)
AT3G54010	Endoplasmic reticulum
AT3G54020	Membrane (unspecified)
AT3G54030	Plasma membrane
AT3G54050	Chloroplast
AT3G54090	Chloroplast
AT3G54100	Membrane (unspecified)
AT3G54110	Mitochondrion
AT3G54120	Endoplasmic reticulum
AT3G54130	Nucleus
AT3G54140	Plasma membrane
AT3G54170	Nucleus
AT3G54180	Nucleus
AT3G54210	Chloroplast
AT3G54220	Nucleus
AT3G54230	Nucleus
AT3G54250	Peroxisome
AT3G54260	Membrane (unspecified)
AT3G54280	Nucleus
AT3G54300	Membrane (unspecified)
AT3G54320	Nucleus
AT3G54340	Nucleus
AT3G54360	Cytoplasm
AT3G54430	Nucleus
AT3G54450	Membrane (unspecified)
AT3G54490	Nucleus
AT3G54500	Nucleus
AT3G54510	Membrane (unspecified)
AT3G54560	Nucleus
AT3G54590	Cell wall / apoplast
AT3G54610	Nucleus
AT3G54620	Nucleus
AT3G54630	Other / unknown
AT3G54640	Chloroplast
AT3G54650	Nucleus
AT3G54660	Chloroplast
AT3G54670	Nucleus
AT3G54700	Membrane (unspecified)
AT3G54710	Nucleus
AT3G54720	Endoplasmic reticulum
AT3G54730	Membrane (unspecified)
AT3G54770	Nucleus
AT3G54810	Nucleus
AT3G54820	Plasma membrane
AT3G54830	Membrane (unspecified)
AT3G54840	Membrane (unspecified)
AT3G54860	Vacuole
AT3G54870	Cytoplasm
AT3G54890	Chloroplast
AT3G54900	Chloroplast
AT3G54920	Plasma membrane
AT3G54930	Cytoplasm
AT3G54950	Plasma membrane
AT3G54960	Endoplasmic reticulum
AT3G54980	Mitochondrion
AT3G54990	Nucleus
AT3G55000	Cytoplasm
AT3G55005	Cytoplasm
AT3G55010	Chloroplast
AT3G55030	Membrane (unspecified)
AT3G55040	Chloroplast
AT3G55070	Cytoplasm
AT3G55090	Membrane (unspecified)
AT3G55100	Membrane (unspecified)
AT3G55110	Membrane (unspecified)
AT3G55130	Vacuole
AT3G55150	Cytoplasm
AT3G55200	Nucleus
AT3G55220	Nucleus
AT3G55230	Cell wall / apoplast
AT3G55250	Chloroplast
AT3G55260	Vacuole
AT3G55270	Cytoplasm
AT3G55320	Membrane (unspecified)
AT3G55330	Chloroplast
AT3G55340	Nucleus
AT3G55350	Nucleus
AT3G55360	Endoplasmic reticulum
AT3G55370	Nucleus
AT3G55390	Plasma membrane
AT3G55400	Chloroplast
AT3G55440	Cytoplasm
AT3G55450	Plasma membrane
AT3G55460	Nucleus
AT3G55480	Cytoplasm
AT3G55500	Cell wall / apoplast
AT3G55510	Nucleus
AT3G55515	Plasma membrane
AT3G55530	Endoplasmic reticulum
AT3G55550	Plasma membrane
AT3G55560	Nucleus
AT3G55620	Cytoplasm
AT3G55630	Cytoplasm
AT3G55740	Plasma membrane
AT3G55760	Chloroplast
AT3G55770	Cytoplasm
AT3G55800	Chloroplast
AT3G55830	Golgi
AT3G55840	Cytoplasm
AT3G55850	Membrane (unspecified)
AT3G55920	Endoplasmic reticulum
AT3G55940	Plasma membrane
AT3G55950	Membrane (unspecified)
AT3G55980	Nucleus
AT3G55990	Golgi
AT3G56000	Golgi
AT3G56030	Mitochondrion
AT3G56040	Chloroplast
AT3G56050	Plasma membrane
AT3G56070	Cytoplasm
AT3G56080	Endoplasmic reticulum
AT3G56090	Chloroplast
AT3G56100	Plasma membrane
AT3G56110	Membrane (unspecified)
AT3G56120	Mitochondrion
AT3G56140	Chloroplast
AT3G56150	Cytoplasm
AT3G56160	Membrane (unspecified)
AT3G56170	Plasma membrane
AT3G56190	Membrane (unspecified)
AT3G56200	Membrane (unspecified)
AT3G56250	Nucleus
AT3G56300	Cytoplasm
AT3G56310	Cell wall / apoplast
AT3G56350	Mitochondrion
AT3G56370	Plasma membrane
AT3G56380	Nucleus
AT3G56400	Nucleus
AT3G56420	Cytoplasm
AT3G56440	Membrane (unspecified)
AT3G56450	Membrane (unspecified)
AT3G56480	Cytoplasm
AT3G56490	Peroxisome
AT3G56540	Cell wall / apoplast
AT3G56620	Membrane (unspecified)
AT3G56640	Cytoplasm
AT3G56650	Chloroplast
AT3G56660	Endoplasmic reticulum
AT3G56700	Chloroplast
AT3G56710	Chloroplast
AT3G56740	Membrane (unspecified)
AT3G56760	Membrane (unspecified)
AT3G56770	Nucleus
AT3G56840	Mitochondrion
AT3G56850	Nucleus
AT3G56860	Nucleus
AT3G56900	Nucleus
AT3G56910	Chloroplast
AT3G56920	Membrane (unspecified)
AT3G56930	Plasma membrane
AT3G56940	Chloroplast
AT3G56950	Endoplasmic reticulum
AT3G56970	Nucleus
AT3G56980	Nucleus
AT3G57010	Vacuole
AT3G57020	Vacuole
AT3G57030	Vacuole
AT3G57040	Nucleus
AT3G57050	Chloroplast
AT3G57060	Other / unknown
AT3G57080	Nucleus
AT3G57090	Mitochondrion
AT3G57100	Membrane (unspecified)
AT3G57130	Cytoplasm
AT3G57140	Other / unknown
AT3G57150	Nucleus
AT3G57160	Membrane (unspecified)
AT3G57180	Chloroplast
AT3G57190	Chloroplast
AT3G57200	Cell wall / apoplast
AT3G57230	Nucleus
AT3G57240	Endoplasmic reticulum
AT3G57260	Endoplasmic reticulum
AT3G57270	Cell wall / apoplast
AT3G57280	Chloroplast
AT3G57290	Cytoplasm
AT3G57300	Nucleus
AT3G57330	Membrane (unspecified)
AT3G57350	Nucleus
AT3G57390	Nucleus
AT3G57410	Cytoplasm
AT3G57420	Golgi
AT3G57430	Chloroplast
AT3G57510	Cell wall / apoplast
AT3G57530	Nucleus
AT3G57540	Plasma membrane
AT3G57560	Chloroplast
AT3G57600	Nucleus
